noun,adj,distance,noun,adv,distance,noun,verb,distance
, , ,(วิว - NOUN),(โดยเฉพาะ - ADV),2,(คุณ - NOUN),(ดี - VERB),11
, , ,(ทาง - NOUN),(ได้ - ADV),4,(รองเท้ากีฬา - NOUN),(เดิน - VERB),0
, , ,(ทาง - NOUN),(ที่สุด - ADV),9,(รองเท้ากีฬา - NOUN),(ลง - VERB),1
, , ,(คุณ - NOUN),(ได้ - ADV),2,(รองเท้ากีฬา - NOUN),(ไป - VERB),2
, , ,(คุณ - NOUN),(ที่สุด - ADV),7,(รองเท้ากีฬา - NOUN),(ใช้ - VERB),6
, , ,(มุมมอง - NOUN),(ที่สุด - ADV),2,(รองเท้ากีฬา - NOUN),(ดี - VERB),9
, , ,(สภาพแวดล้อม - NOUN),(มาก - ADV),22,(หน้าผา - NOUN),(ใช้ - VERB),1
, , ,(คุณ - NOUN),(มาก - ADV),21,(หน้าผา - NOUN),(ดี - VERB),4
, , ,(พื้นที่ - NOUN),(มาก - ADV),16,(ช่วงเวลา - NOUN),(ดี - VERB),1
, , ,(หลัง - NOUN),(มาก - ADV),11,(จุด - NOUN),(ชม - VERB),0
, , ,(พระอาทิตย์ - NOUN),(มาก - ADV),9,(จุด - NOUN),(ดู - VERB),3
, , ,(ชีวิตชีวา - NOUN),(มาก - ADV),0,(วิว - NOUN),(ดู - VERB),1
, , ,(โรงแรม - NOUN),(มาก - ADV),2,(กังหันลม - NOUN),(ดู - VERB),0
, , ,(โรงแรม - NOUN),(ได้ - ADV),5,(ที่จอดรถ - NOUN),(ขับ - VERB),1
, , ,(หนังสือ - NOUN),(ล่วงหน้า - ADV),0,(เยอะ - NOUN),(ขับ - VERB),0
, , ,(หนังสือ - NOUN),(มาก - ADV),4,(จุด - NOUN),(ดี - VERB),1
, , ,(น้ำ - NOUN),(มาก - ADV),1,(จุด - NOUN),(สงสัย - VERB),8
, , ,(ปริมาณ - NOUN),(มาก - ADV),0,(จุด - NOUN),(ชม - VERB),10
, , ,(พรหม - NOUN),(อยู่ - ADV),12,(จุด - NOUN),(ตก - VERB),12
, , ,(พรหม - NOUN),(ใกล้ - ADV),13,(เกาะ - NOUN),(สงสัย - VERB),3
, , ,(เทพ - NOUN),(อยู่ - ADV),11,(เกาะ - NOUN),(ชม - VERB),5
, , ,(เทพ - NOUN),(ใกล้ - ADV),12,(เกาะ - NOUN),(ตก - VERB),7
, , ,(รถมอเตอร์ไซค์ - NOUN),(อยู่ - ADV),2,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,(รถมอเตอร์ไซค์ - NOUN),(ใกล้ - ADV),3,(ฝูงชน - NOUN),(บ้าคลั่ง - VERB),1
, , ,(ที่มา - NOUN),(มาก - ADV),8,(ฝูงชน - NOUN),(เป็น - VERB),3
, , ,(วันที่ - NOUN),(มาก - ADV),5,(จำนวน - NOUN),(เป็น - VERB),2
, , ,(แดด - NOUN),(มาก - ADV),3,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,(วิว - NOUN),(มาก - ADV),1,(รูป - NOUN),(ออก - VERB),2
, , ,(ประเทศ - NOUN),(มาก - ADV),7,(รูป - NOUN),(ไป - VERB),3
, , ,(รา - NOUN),(มาก - ADV),4,(รูป - NOUN),(มอง - VERB),8
, , ,(บริเวณ - NOUN),(สวยงาม - ADV),10,(รูป - NOUN),(ไป - VERB),9
, , ,(สวดมนต์ - NOUN),(สวยงาม - ADV),9,(รูป - NOUN),(ดัง - VERB),13
, , ,(สิ่ง - NOUN),(สวยงาม - ADV),4,(หันหลัง - NOUN),(ออก - VERB),1
, , ,(คุณ - NOUN),(สวยงาม - ADV),2,(หันหลัง - NOUN),(ไป - VERB),2
, , ,(โชคดี - NOUN),(ที่นั่น - ADV),14,(หันหลัง - NOUN),(มอง - VERB),7
, , ,(พื้นที่ - NOUN),(ที่นั่น - ADV),10,(หันหลัง - NOUN),(ไป - VERB),8
, , ,(ช่วงเวลา - NOUN),(ที่นั่น - ADV),3,(หันหลัง - NOUN),(ดัง - VERB),12
, , ,(กลุ่ม - NOUN),(มาก - ADV),2,(ดวงอาทิตย์ - NOUN),(ดัง - VERB),1
, , ,(คน - NOUN),(กว่า - ADV),5,(สถานที่ - NOUN),(มี - VERB),2
, , ,(ประสบการณ์ - NOUN),(กว่า - ADV),3,(สถานที่ - NOUN),(เยี่ยม - VERB),5
, , ,(สวย - NOUN),(มาก - ADV),0,(สถานที่ - NOUN),(ชม - VERB),6
, , ,(จุด - NOUN),(ตลอด - ADV),4,(น่าจะ - NOUN),(มี - VERB),1
, , ,(วิว - NOUN),(ตลอด - ADV),2,(น่าจะ - NOUN),(เยี่ยม - VERB),4
, , ,(เวลา - NOUN),(ประมาณ - ADV),9,(น่าจะ - NOUN),(ชม - VERB),5
, , ,(พระอาทิตย์ - NOUN),(ประมาณ - ADV),8,(มูลค่า - NOUN),(เยี่ยม - VERB),1
, , ,(โมง - NOUN),(ก่อน - ADV),4,(มูลค่า - NOUN),(ชม - VERB),2
, , ,(เย็น - NOUN),(ก่อน - ADV),3,(การ - NOUN),(เยี่ยม - VERB),0
, , ,(พระอาทิตย์ - NOUN),(มาก - ADV),7,(การ - NOUN),(ชม - VERB),1
, , ,(พระอาทิตย์ - NOUN),(อื่นๆ - ADV),13,(จุด - NOUN),(ซ่อน - VERB),2
, , ,(มุม - NOUN),(มาก - ADV),4,(จุด - NOUN),(บ้า - VERB),6
, , ,(มุม - NOUN),(อื่นๆ - ADV),10,(ความ - NOUN),(บ้า - VERB),0
, , ,(สระ - NOUN),(มาก - ADV),3,(ดวงอาทิตย์ - NOUN),(กระทบ - VERB),0
, , ,(สระ - NOUN),(อื่นๆ - ADV),9,(ดวงอาทิตย์ - NOUN),(ต้องหา - VERB),6
, , ,(บัว - NOUN),(มาก - ADV),2,(ดวงอาทิตย์ - NOUN),(สนุก - VERB),9
, , ,(บัว - NOUN),(อื่นๆ - ADV),8,(ร่มเงา - NOUN),(สนุก - VERB),1
, , ,(อาหารเย็น - NOUN),(อื่นๆ - ADV),2,(การท่องเที่ยว - NOUN),(ไป - VERB),7
, , ,(สถานที่ - NOUN),(ต่อไป - ADV),12,(การท่องเที่ยว - NOUN),(เยี่ยม - VERB),8
, , ,(น่าเกรงขาม - NOUN),(ต่อไป - ADV),9,(การท่องเที่ยว - NOUN),(ชม - VERB),9
, , ,(สิ่ง - NOUN),(ต่อไป - ADV),7,(จังหวัด - NOUN),(ไป - VERB),5
, , ,(นักท่องเที่ยว - NOUN),(เกินไป - ADV),7,(จังหวัด - NOUN),(เยี่ยม - VERB),6
, , ,(จำนวน - NOUN),(เกินไป - ADV),6,(จังหวัด - NOUN),(ชม - VERB),7
, , ,(สถานที่ - NOUN),(เกินไป - ADV),4,(คน - NOUN),(ไป - VERB),1
, , ,(บรรยากาศ - NOUN),(มาก - ADV),1,(คน - NOUN),(เยี่ยม - VERB),2
, , ,(สถานที่ - NOUN),(จริงๆ - ADV),2,(คน - NOUN),(ชม - VERB),3
, , ,(เวลา - NOUN),(ที่สุด - ADV),2,(คน - NOUN),(แน่น - VERB),1
, , ,(การ - NOUN),(ประมาณ - ADV),2,(คน - NOUN),(เป็น - VERB),5
, , ,(สถานที่ - NOUN),(ดี - ADV),4,(คน - NOUN),(ไป - VERB),2
, , ,(การ - NOUN),(ดี - ADV),2,(คน - NOUN),(หา - VERB),5
, , ,(คุ้มค่า - NOUN),(แน่นอน - ADV),1,(ข้างหน้า - NOUN),(หา - VERB),1
, , ,(การ - NOUN),(มาก - ADV),6,(จุด - NOUN),(เดิน - VERB),2
, , ,(นาที - NOUN),(มาก - ADV),2,(บรรยากาศ - NOUN),(เงียบสงบ - VERB),1
, , ,(จุด - NOUN),(อยู่ - ADV),4,(บรรยากาศ - NOUN),(แตกสลาย - VERB),6
, , ,(วิว - NOUN),(อยู่ - ADV),2,(บรรยากาศ - NOUN),(กระตุ้น - VERB),11
, , ,(น่ารัก - NOUN),(มาก - ADV),6,(บรรยากาศ - NOUN),(ไป - VERB),15
, , ,(อาหารว่าง - NOUN),(มาก - ADV),4,(บรรยากาศ - NOUN),(เยี่ยม - VERB),16
, , ,(สินค้า - NOUN),(มาก - ADV),2,(บรรยากาศ - NOUN),(ชม - VERB),17
, , ,(ราคา - NOUN),(มาก - ADV),1,(บรรยากาศ - NOUN),(พา - VERB),19
, , ,(ประสบการณ์ - NOUN),(จริงๆ - ADV),2,(บรรยากาศ - NOUN),(โนรา - VERB),20
, , ,, , ,(บรรยากาศ - NOUN),(มา - VERB),21
, , ,, , ,(บรรยากาศ - NOUN),(งดงาม - VERB),23
, , ,, , ,(บรรยากาศ - NOUN),(พร้อม - VERB),24
, , ,, , ,(บรรยากาศ - NOUN),(สวยงาม - VERB),27
, , ,, , ,(โรแมนติก - NOUN),(แตกสลาย - VERB),2
, , ,, , ,(โรแมนติก - NOUN),(กระตุ้น - VERB),7
, , ,, , ,(โรแมนติก - NOUN),(ไป - VERB),11
, , ,, , ,(โรแมนติก - NOUN),(เยี่ยม - VERB),12
, , ,, , ,(โรแมนติก - NOUN),(ชม - VERB),13
, , ,, , ,(โรแมนติก - NOUN),(พา - VERB),15
, , ,, , ,(โรแมนติก - NOUN),(โนรา - VERB),16
, , ,, , ,(โรแมนติก - NOUN),(มา - VERB),17
, , ,, , ,(โรแมนติก - NOUN),(งดงาม - VERB),19
, , ,, , ,(โรแมนติก - NOUN),(พร้อม - VERB),20
, , ,, , ,(โรแมนติก - NOUN),(สวยงาม - VERB),23
, , ,, , ,(แหลม - NOUN),(กระตุ้น - VERB),2
, , ,, , ,(แหลม - NOUN),(ไป - VERB),6
, , ,, , ,(แหลม - NOUN),(เยี่ยม - VERB),7
, , ,, , ,(แหลม - NOUN),(ชม - VERB),8
, , ,, , ,(แหลม - NOUN),(พา - VERB),10
, , ,, , ,(แหลม - NOUN),(โนรา - VERB),11
, , ,, , ,(แหลม - NOUN),(มา - VERB),12
, , ,, , ,(แหลม - NOUN),(งดงาม - VERB),14
, , ,, , ,(แหลม - NOUN),(พร้อม - VERB),15
, , ,, , ,(แหลม - NOUN),(สวยงาม - VERB),18
, , ,, , ,(พรหม - NOUN),(กระตุ้น - VERB),1
, , ,, , ,(พรหม - NOUN),(ไป - VERB),5
, , ,, , ,(พรหม - NOUN),(เยี่ยม - VERB),6
, , ,, , ,(พรหม - NOUN),(ชม - VERB),7
, , ,, , ,(พรหม - NOUN),(พา - VERB),9
, , ,, , ,(พรหม - NOUN),(โนรา - VERB),10
, , ,, , ,(พรหม - NOUN),(มา - VERB),11
, , ,, , ,(พรหม - NOUN),(งดงาม - VERB),13
, , ,, , ,(พรหม - NOUN),(พร้อม - VERB),14
, , ,, , ,(พรหม - NOUN),(สวยงาม - VERB),17
, , ,, , ,(เทพ - NOUN),(กระตุ้น - VERB),0
, , ,, , ,(เทพ - NOUN),(ไป - VERB),4
, , ,, , ,(เทพ - NOUN),(เยี่ยม - VERB),5
, , ,, , ,(เทพ - NOUN),(ชม - VERB),6
, , ,, , ,(เทพ - NOUN),(พา - VERB),8
, , ,, , ,(เทพ - NOUN),(โนรา - VERB),9
, , ,, , ,(เทพ - NOUN),(มา - VERB),10
, , ,, , ,(เทพ - NOUN),(งดงาม - VERB),12
, , ,, , ,(เทพ - NOUN),(พร้อม - VERB),13
, , ,, , ,(เทพ - NOUN),(สวยงาม - VERB),16
, , ,, , ,(คน - NOUN),(ไป - VERB),0
, , ,, , ,(คน - NOUN),(เยี่ยม - VERB),1
, , ,, , ,(คน - NOUN),(ชม - VERB),2
, , ,, , ,(คน - NOUN),(พา - VERB),4
, , ,, , ,(คน - NOUN),(โนรา - VERB),5
, , ,, , ,(คน - NOUN),(มา - VERB),6
, , ,, , ,(คน - NOUN),(งดงาม - VERB),8
, , ,, , ,(คน - NOUN),(พร้อม - VERB),9
, , ,, , ,(คน - NOUN),(สวยงาม - VERB),12
, , ,, , ,(ภูมิทัศน์ - NOUN),(พา - VERB),0
, , ,, , ,(ภูมิทัศน์ - NOUN),(โนรา - VERB),1
, , ,, , ,(ภูมิทัศน์ - NOUN),(มา - VERB),2
, , ,, , ,(ภูมิทัศน์ - NOUN),(งดงาม - VERB),4
, , ,, , ,(ภูมิทัศน์ - NOUN),(พร้อม - VERB),5
, , ,, , ,(ภูมิทัศน์ - NOUN),(สวยงาม - VERB),8
, , ,, , ,(วิว - NOUN),(สวยงาม - VERB),1
, , ,, , ,(จุดตรวจ - NOUN),(ยอดเยี่ยม - VERB),1
, , ,, , ,(จุดตรวจ - NOUN),(มี - VERB),3
, , ,, , ,(จุดตรวจ - NOUN),(พิจารณา - VERB),5
, , ,, , ,(จุดตรวจ - NOUN),(ฟี่ - VERB),8
, , ,, , ,(จุดตรวจ - NOUN),(เพียงพอ - VERB),10
, , ,, , ,(การ - NOUN),(พิจารณา - VERB),0
, , ,, , ,(การ - NOUN),(ฟี่ - VERB),3
, , ,, , ,(การ - NOUN),(เพียงพอ - VERB),5
, , ,, , ,(เซล - NOUN),(ฟี่ - VERB),0
, , ,, , ,(เซล - NOUN),(เพียงพอ - VERB),2
, , ,, , ,(เวลา - NOUN),(ตก - VERB),1
, , ,, , ,(เวลา - NOUN),(เป็น - VERB),4
, , ,, , ,(เวลา - NOUN),(โรแมนติก - VERB),7
, , ,, , ,(เวลา - NOUN),(สร้าง - VERB),10
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(พระอาทิตย์ - NOUN),(เป็น - VERB),3
, , ,, , ,(พระอาทิตย์ - NOUN),(โรแมนติก - VERB),6
, , ,, , ,(พระอาทิตย์ - NOUN),(สร้าง - VERB),9
, , ,, , ,(ช่วงเวลา - NOUN),(โรแมนติก - VERB),1
, , ,, , ,(ช่วงเวลา - NOUN),(สร้าง - VERB),4
, , ,, , ,(คุณ - NOUN),(ชม - VERB),1
, , ,, , ,(คุณ - NOUN),(สวยงาม - VERB),4
, , ,, , ,(คุณ - NOUN),(พระอาทิตย์ - VERB),6
, , ,, , ,(คุณ - NOUN),(ตก - VERB),7
, , ,, , ,(วิว - NOUN),(สวยงาม - VERB),1
, , ,, , ,(วิว - NOUN),(พระอาทิตย์ - VERB),3
, , ,, , ,(วิว - NOUN),(ตก - VERB),4
, , ,, , ,(ที่จอดรถ - NOUN),(มี - VERB),0
, , ,, , ,(คุณ - NOUN),(ขับ - VERB),0
, , ,, , ,(การ - NOUN),(เยี่ยม - VERB),0
, , ,, , ,(การ - NOUN),(ชม - VERB),1
, , ,, , ,(การ - NOUN),(วางแผน - VERB),4
, , ,, , ,(ด้าน - NOUN),(ใช้ - VERB),3
, , ,, , ,(เวลา - NOUN),(ใช้ - VERB),2
, , ,, , ,(วิว - NOUN),(ตก - VERB),1
, , ,, , ,(วิว - NOUN),(ตั้ง - VERB),4
, , ,, , ,(วิว - NOUN),(ยอดเยี่ยม - VERB),6
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(พระอาทิตย์ - NOUN),(ตั้ง - VERB),3
, , ,, , ,(พระอาทิตย์ - NOUN),(ยอดเยี่ยม - VERB),5
, , ,, , ,(ที่ - NOUN),(ตั้ง - VERB),0
, , ,, , ,(ที่ - NOUN),(ยอดเยี่ยม - VERB),2
, , ,, , ,(ทะเล - NOUN),(ตก - VERB),3
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(การ - NOUN),(รวม - VERB),0
, , ,, , ,(การ - NOUN),(ดี - VERB),3
, , ,, , ,(มุมมอง - NOUN),(สวยงาม - VERB),5
, , ,, , ,(แหลม - NOUN),(สวยงาม - VERB),3
, , ,, , ,(พรหม - NOUN),(สวยงาม - VERB),2
, , ,, , ,(เทพ - NOUN),(สวยงาม - VERB),1
, , ,, , ,(กรณี - NOUN),(ต้องการ - VERB),2
, , ,, , ,(กรณี - NOUN),(ชม - VERB),3
, , ,, , ,(กรณี - NOUN),(ตก - VERB),5
, , ,, , ,(กรณี - NOUN),(เริ่มต้น - VERB),6
, , ,, , ,(คุณ - NOUN),(ต้องการ - VERB),0
, , ,, , ,(คุณ - NOUN),(ชม - VERB),1
, , ,, , ,(คุณ - NOUN),(ตก - VERB),3
, , ,, , ,(คุณ - NOUN),(เริ่มต้น - VERB),4
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(พระอาทิตย์ - NOUN),(เริ่มต้น - VERB),1
, , ,, , ,(พรหม - NOUN),(เป็น - VERB),1
, , ,, , ,(พรหม - NOUN),(พลาด - VERB),6
, , ,, , ,(เทพ - NOUN),(เป็น - VERB),0
, , ,, , ,(เทพ - NOUN),(พลาด - VERB),5
, , ,, , ,(สถานที่ - NOUN),(พลาด - VERB),3
, , ,, , ,(นักท่องเที่ยว - NOUN),(มา - VERB),1
, , ,, , ,(นักท่องเที่ยว - NOUN),(ถึง - VERB),2
, , ,, , ,(การ - NOUN),(บีบ - VERB),0
, , ,, , ,(การ - NOUN),(ไป - VERB),1
, , ,, , ,(การ - NOUN),(ดี - VERB),10
, , ,, , ,(ด้านหน้า - NOUN),(ดี - VERB),6
, , ,, , ,(หน้าผา - NOUN),(ดี - VERB),5
, , ,, , ,(มุมมอง - NOUN),(ดี - VERB),1
, , ,, , ,(มุมมอง - NOUN),(ยอดเยี่ยม - VERB),1
, , ,, , ,(มุมมอง - NOUN),(สดชื่น - VERB),3
, , ,, , ,(มุมมอง - NOUN),(พระอาทิตย์ - VERB),8
, , ,, , ,(มุมมอง - NOUN),(ตกดิน - VERB),9
, , ,, , ,(มุมมอง - NOUN),(เกิน - VERB),10
, , ,, , ,(ด้านบน - NOUN),(พระอาทิตย์ - VERB),2
, , ,, , ,(ด้านบน - NOUN),(ตกดิน - VERB),3
, , ,, , ,(ด้านบน - NOUN),(เกิน - VERB),4
, , ,, , ,(สถานที่ - NOUN),(ดี - VERB),1
, , ,, , ,(สถานที่ - NOUN),(ชม - VERB),5
, , ,, , ,(สถานที่ - NOUN),(ตก - VERB),7
, , ,, , ,(การ - NOUN),(ชม - VERB),0
, , ,, , ,(การ - NOUN),(ตก - VERB),2
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(มุมมอง - NOUN),(ทำให้ - VERB),1
, , ,, , ,(มุมมอง - NOUN),(เป็น - VERB),2
, , ,, , ,(มุมมอง - NOUN),(เปิด - VERB),4
, , ,, , ,(ทาส - NOUN),(เปิด - VERB),0
, , ,, , ,(ยา - NOUN),(นุ้ย - VERB),0
, , ,, , ,(ยา - NOUN),(รา - VERB),2
, , ,, , ,(ร้านค้า - NOUN),(มี - VERB),5
, , ,, , ,(ร้านค้า - NOUN),(ยืน - VERB),12
, , ,, , ,(ร้านกาแฟ - NOUN),(มี - VERB),3
, , ,, , ,(ร้านกาแฟ - NOUN),(ยืน - VERB),10
, , ,, , ,(อนุสาวรีย์ - NOUN),(ยืน - VERB),5
, , ,, , ,(ผู้หมวด - NOUN),(ยืน - VERB),3
, , ,, , ,(บาง - NOUN),(ยืน - VERB),1
, , ,, , ,(พุทธ - NOUN),(ยืน - VERB),0
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(พระอาทิตย์ - NOUN),(สวยงาม - VERB),2
, , ,, , ,(เส้นทาง - NOUN),(ลง - VERB),1
, , ,, , ,(เส้นทาง - NOUN),(ดู - VERB),6
, , ,, , ,(เส้นทาง - NOUN),(สวมใส่ - VERB),8
, , ,, , ,(เส้นทาง - NOUN),(คุ้มค่า - VERB),9
, , ,, , ,(เส้นทาง - NOUN),(เดิน - VERB),12
, , ,, , ,(ระหว่างทาง - NOUN),(ลง - VERB),0
, , ,, , ,(ระหว่างทาง - NOUN),(ดู - VERB),5
, , ,, , ,(ระหว่างทาง - NOUN),(สวมใส่ - VERB),7
, , ,, , ,(ระหว่างทาง - NOUN),(คุ้มค่า - VERB),8
, , ,, , ,(ระหว่างทาง - NOUN),(เดิน - VERB),11
, , ,, , ,(โขดหิน - NOUN),(ดู - VERB),2
, , ,, , ,(โขดหิน - NOUN),(สวมใส่ - VERB),4
, , ,, , ,(โขดหิน - NOUN),(คุ้มค่า - VERB),5
, , ,, , ,(โขดหิน - NOUN),(เดิน - VERB),8
, , ,, , ,(อันตราย - NOUN),(ดู - VERB),0
, , ,, , ,(อันตราย - NOUN),(สวมใส่ - VERB),2
, , ,, , ,(อันตราย - NOUN),(คุ้มค่า - VERB),3
, , ,, , ,(อันตราย - NOUN),(เดิน - VERB),6
, , ,, , ,(รองเท้า - NOUN),(สวมใส่ - VERB),0
, , ,, , ,(รองเท้า - NOUN),(คุ้มค่า - VERB),1
, , ,, , ,(รองเท้า - NOUN),(เดิน - VERB),4
, , ,, , ,(การ - NOUN),(เดิน - VERB),0
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(พระอาทิตย์ - NOUN),(สวยงาม - VERB),2
, , ,, , ,(พระอาทิตย์ - NOUN),(เป็น - VERB),4
, , ,, , ,(พระอาทิตย์ - NOUN),(ไป - VERB),8
, , ,, , ,(พระอาทิตย์ - NOUN),(เยี่ยม - VERB),9
, , ,, , ,(พระอาทิตย์ - NOUN),(ชม - VERB),10
, , ,, , ,(สิ่ง - NOUN),(ไป - VERB),2
, , ,, , ,(สิ่ง - NOUN),(เยี่ยม - VERB),3
, , ,, , ,(สิ่ง - NOUN),(ชม - VERB),4
, , ,, , ,(คุณ - NOUN),(ไป - VERB),2
, , ,, , ,(คุณ - NOUN),(ไม่ได้ - VERB),6
, , ,, , ,(คุณ - NOUN),(มา - VERB),7
, , ,, , ,(สถานที่ - NOUN),(สวยงาม - VERB),1
, , ,, , ,(สถานที่ - NOUN),(เยี่ยม - VERB),4
, , ,, , ,(สถานที่ - NOUN),(ชม - VERB),5
, , ,, , ,(สถานที่ - NOUN),(ตก - VERB),8
, , ,, , ,(การ - NOUN),(เยี่ยม - VERB),0
, , ,, , ,(การ - NOUN),(ชม - VERB),1
, , ,, , ,(การ - NOUN),(ตก - VERB),4
, , ,, , ,(พระอาทิตย์ - NOUN),(ตก - VERB),0
, , ,, , ,(ส่วนหนึ่ง - NOUN),(เที่ยวชม - VERB),2
, , ,, , ,(การ - NOUN),(เที่ยวชม - VERB),0
, , ,, , ,(จักรยาน - NOUN),(ใช้ - VERB),7
, , ,, , ,(จักรยาน - NOUN),(เพลิดเพลิน - VERB),9
, , ,, , ,(จักรยาน - NOUN),(ชม - VERB),13
, , ,, , ,(แท็กซี่ - NOUN),(ใช้ - VERB),5
, , ,, , ,(แท็กซี่ - NOUN),(เพลิดเพลิน - VERB),7
, , ,, , ,(แท็กซี่ - NOUN),(ชม - VERB),11
, , ,, , ,(คุณ - NOUN),(ใช้ - VERB),2
, , ,, , ,(คุณ - NOUN),(เพลิดเพลิน - VERB),4
, , ,, , ,(คุณ - NOUN),(ชม - VERB),8
, , ,, , ,(เวลา - NOUN),(เพลิดเพลิน - VERB),0
, , ,, , ,(เวลา - NOUN),(ชม - VERB),4
, , ,, , ,(การ - NOUN),(ชม - VERB),0
, , ,, , ,(จำนวน - NOUN),(มี - VERB),7
, , ,, , ,(จำนวน - NOUN),(ถ่ายภาพ - VERB),12
, , ,, , ,(จำนวน - NOUN),(ดี - VERB),14
, , ,, , ,(สถานที่ - NOUN),(มี - VERB),3
, , ,, , ,(สถานที่ - NOUN),(ถ่ายภาพ - VERB),8
, , ,, , ,(สถานที่ - NOUN),(ดี - VERB),10
, , ,, , ,(แห่ง - NOUN),(มี - VERB),2
, , ,, , ,(แห่ง - NOUN),(ถ่ายภาพ - VERB),7
, , ,, , ,(แห่ง - NOUN),(ดี - VERB),9
, , ,, , ,(มุมมอง - NOUN),(ถ่ายภาพ - VERB),3
, , ,, , ,(มุมมอง - NOUN),(ดี - VERB),5
, , ,, , ,(การ - NOUN),(ถ่ายภาพ - VERB),0
